-29.83929	0.02653826
-29.7393	0.02659547
-29.6393	0.02745609
-29.5393	0.02792495
-29.4393	0.02840873
-29.3393	0.0290231
-29.2393	0.02937133
-29.1393	0.03019712
-29.0393	0.03117713
-28.9393	0.03235985
-28.8393	0.0337142
-28.7393	0.03517302
-28.6393	0.03679476
-28.5393	0.03852345
-28.4393	0.04030438
-28.3393	0.04199452
-28.2393	0.0437543
-28.1393	0.04535614
-28.0393	0.04664582
-27.9393	0.04760966
-27.8393	0.04814568
-27.7393	0.04824517
-27.6393	0.04789446
-27.5393	0.04710971
-27.4393	0.04589092
-27.3393	0.04424306
-27.2393	0.04224574
-27.1393	0.03988029
-27.0393	0.03738426
-26.9393	0.03495787
-26.8393	0.03275534
-26.7393	0.03109754
-26.6393	0.02994342
-26.5393	0.02958648
-26.4393	0.03018842
-26.3393	0.03182508
-26.2393	0.03495289
-26.1393	0.03991884
-26.0393	0.0462578
-25.9393	0.0542359
-25.8393	0.06452971
-25.7393	0.07552743
-25.6393	0.08800636
-25.5393	0.1016145
-25.4393	0.1164875
-25.3393	0.1323106
-25.2393	0.1484982
-25.1393	0.1660226
-25.0393	0.1837772
-24.9393	0.199563
-24.8393	0.2144111
-24.7393	0.2274161
-24.6393	0.2387285
-24.5393	0.2475535
-24.4393	0.2540765
-24.3393	0.2577478
-24.2393	0.2590699
-24.1393	0.2564805
-24.0393	0.2514437
-23.9393	0.2428537
-23.8393	0.2314207
-23.7393	0.21757
-23.6393	0.2018551
-23.5393	0.1846801
-23.4393	0.1663472
-23.3393	0.1464747
-23.2393	0.1272315
-23.1393	0.1069411
-23.0393	0.0878907
-22.9393	0.07062864
-22.8393	0.05681526
-22.7393	0.04614338
-22.6393	0.03871249
-22.5393	0.03516307
-22.4393	0.03542176
-22.3393	0.03990392
-22.2393	0.0488384
-22.1393	0.0624503
-22.0393	0.08115252
-21.9393	0.1033619
-21.8393	0.1290361
-21.7393	0.1570409
-21.6393	0.1862061
-21.5393	0.2168512
-21.4393	0.249128
-21.3393	0.2805877
-21.2393	0.3122427
-21.1393	0.3435756
-21.0393	0.3720182
-20.9393	0.3972658
-20.8393	0.4183136
-20.7393	0.4338382
-20.6393	0.4452725
-20.5393	0.4515778
-20.4393	0.4531561
-20.3393	0.4499611
-20.2393	0.4412094
-20.1393	0.4272592
-20.0393	0.4098367
-19.9393	0.3863514
-19.8393	0.3591363
-19.7393	0.3303902
-19.6393	0.3007351
-19.5393	0.2696721
-19.4393	0.2389188
-19.3393	0.2076518
-19.2393	0.178422
-19.1393	0.1495876
-19.0393	0.1207023
-18.9393	0.09675429
-18.8393	0.07653107
-18.7393	0.05980876
-18.6393	0.04759723
-18.5393	0.03894754
-18.4393	0.0340301
-18.3393	0.032723
-18.2393	0.03495289
-18.1393	0.04038273
-18.0393	0.04864315
-17.9393	0.05923916
-17.8393	0.07163725
-17.7393	0.08519568
-17.6393	0.09857626
-17.5393	0.1123051
-17.4393	0.1251471
-17.3393	0.1379531
-17.2393	0.1493227
-17.1393	0.1589052
-17.0393	0.167479
-16.9393	0.1735219
-16.8393	0.1774805
-16.7393	0.178652
-16.6393	0.1785526
-16.5393	0.1759371
-16.4393	0.1719437
-16.3393	0.1670387
-16.2393	0.1602371
-16.1393	0.1521396
-16.0393	0.1435285
-15.9393	0.134349
-15.8393	0.1244109
-15.7393	0.1152364
-15.6393	0.1058728
-15.5393	0.09735125
-15.4393	0.08909954
-15.3393	0.08119356
-15.2393	0.07356369
-15.1393	0.06642257
-15.0393	0.05967072
-14.9393	0.05322107
-14.8393	0.04776761
-14.7393	0.04312501
-14.6393	0.03902714
-14.5393	0.0357165
-14.4393	0.0331645
-14.3393	0.03169325
-14.2393	0.03135995
-14.1393	0.03258123
-14.0393	0.03552622
-13.9393	0.04088268
-13.8393	0.04858221
-13.7393	0.05883995
-13.6393	0.07186733
-13.5393	0.0881444
-13.4393	0.1076053
-13.3393	0.1299875
-13.2393	0.155893
-13.1393	0.1868329
-13.0393	0.2217562
-12.9393	0.2580811
-12.8393	0.294957
-12.7393	0.3363922
-12.6393	0.373712
-12.5393	0.4127133
-12.4393	0.4488729
-12.3393	0.4840847
-12.2393	0.5159325
-12.1393	0.5440853
-12.0393	0.566087
-11.9393	0.5804301
-11.8393	0.5874817
-11.7393	0.5856846
-11.6393	0.5754169
-11.5393	0.5565605
-11.4393	0.5299138
-11.3393	0.4961097
-11.2393	0.4529297
-11.1393	0.4046892
-11.0393	0.3521991
-10.9393	0.2953015
-10.8393	0.2396476
-10.7393	0.1885155
-10.6393	0.144174
-10.5393	0.1084771
-10.4393	0.08177684
-10.3393	0.06921211
-10.2393	0.07228022
-10.1393	0.09559146
-10.0393	0.1407887
-9.9393	0.2118168
-9.8393	0.306589
-9.7393	0.4226005
-9.6393	0.5573689
-9.5393	0.7114302
-9.4393	0.8980072
-9.3393	1.099656
-9.2393	1.327385
-9.1393	1.560512
-9.0393	1.81416
-8.9393	2.07417
-8.8393	2.331789
-8.7393	2.567243
-8.6393	2.784188
-8.5393	2.993743
-8.4393	3.174813
-8.3393	3.325981
-8.2393	3.455861
-8.1393	3.543659
-8.0393	3.589409
-7.9393	3.592929
-7.8393	3.542478
-7.7393	3.446504
-7.6393	3.319899
-7.5393	3.151945
-7.4393	2.950085
-7.3393	2.721537
-7.2393	2.453037
-7.1393	2.161518
-7.0393	1.849822
-6.9393	1.542914
-6.8393	1.238256
-6.7393	0.9652447
-6.6393	0.721581
-6.5393	0.5115933
